"ID","Taxon","Common","Observer","Source","Date","Year","Phenology",,"InfestedArea_squarem",,"GrossArea_acre","Percent_Cover","Distribution","National Ownership","County","x","y","Location Description","description"
"wb1184-148","Carpobrotus edulis","Iceplant","ALE","California State Parks WIMS","2013-02-22",2013,,,,,,"50.0","Scattered Dense Patches","Other / Unknown","San Mateo",37.16589829,-122.36274251,"FRANKLIN POINT15",
"in:205795","Carpobrotus edulis","Iceplant","Beatriz Arostegui","iNaturalist","2013-02-24",2013,,,,,,,,,"San Francisco",37.821,-122.5295,"Marin Headlands, Sausalito, California",
"in:206231","Carpobrotus edulis","Iceplant","Arielle Parnes-Katz","iNaturalist","2013-02-24",2013,,,,,,,,,"San Francisco",37.8168333333,-122.526,"Sausalito, Sausalito, California",
"wb1185-45","Carpobrotus edulis","Iceplant","m hyland","California State Parks WIMS","2013-02-25",2013,,,,,,"50.0","Scattered Dense Patches","Other / Unknown","Monterey",36.44590072,-121.9257839,"sabrones",
"wb1185-44","Carpobrotus edulis","Iceplant","ay","California State Parks WIMS","2013-02-25",2013,,,,,,"83.5","Scattered Dense Patches","Other / Unknown","Monterey",36.45086053,-121.92752855,"md22",
"wb1185-46","Carpobrotus edulis","Iceplant","ns","California State Parks WIMS","2013-02-27",2013,,,,,,"50.0","Scattered Dense Patches","Other / Unknown","Monterey",36.43368375,-121.91887405,"mid10",
"wb1184-224","Carpobrotus edulis","Iceplant","n chrislock","California State Parks WIMS","2013-03-01",2013,,,,,,"50.0","Scattered Dense Patches","Other / Unknown","Monterey",36.42852677,-121.91487414,"cove",
"wb1184-225","Carpobrotus edulis","Iceplant","ns","California State Parks WIMS","2013-03-01",2013,,,,,,"50.0","Scattered Dense Patches","Other / Unknown","Monterey",36.42352305,-121.91429126,"mid14b",
"wb1184-229","Carpobrotus edulis","Iceplant","m hyland","California State Parks WIMS","2013-03-06",2013,,,,,,"50.0","Scattered Dense Patches","Other / Unknown","Monterey",36.44565546,-121.92472128,"roadside",
"wb1184-231","Carpobrotus edulis","Iceplant","m hyland","California State Parks WIMS","2013-03-07",2013,,,,,,"83.5","Scattered Dense Patches","Other / Unknown","Monterey",36.44975316,-121.92441703,"steep ridge 2",
"wb1185-8","Carpobrotus edulis","Iceplant","ariley","California State Parks WIMS","2013-03-13",2013,,,,,,"16.5","Scattered Dense Patches","Other / Unknown","San Mateo",37.15843796,-122.35986901,"frank pt",
"wb1185-9","Carpobrotus edulis","Iceplant","treilly","California State Parks WIMS","2013-03-13",2013,,,,,,"16.5","Scattered Dense Patches","Other / Unknown","San Mateo",37.15570619,-122.35943247,"Franklin Point",
"wb1185-10","Carpobrotus edulis","Iceplant","treilly","California State Parks WIMS","2013-03-13",2013,,,,,,"16.5",,"Other / Unknown","San Mateo",37.15383469,-122.35856926,"Franklin Point",
"wb1184-155","Carpobrotus edulis","Iceplant","treilly","California State Parks WIMS","2013-03-13",2013,,,,,,"16.5",,"Other / Unknown","San Mateo",37.16245331,-122.36043028,"Gazos-Twin Towers Dunes",
"wb1184-153","Carpobrotus edulis","Iceplant","ariley","California State Parks WIMS","2013-03-13",2013,,,,,,"16.5",,"Other / Unknown","San Mateo",37.1469959,-122.35299854,"s frank pt",
"wb1184-154","carpobrotus edulis","Iceplant","treilly","California State Parks WIMS","2013-03-13",2013,,,,,,"16.5","Scattered Dense Patches","Other / Unknown","San Mateo",37.14749388,-122.35481402,"S Franklin pt",
215593,"Charadrius nivosus","Snowy Plover","zabbey","inaturalist","2013-03-13",2013,,,,,,,,,,35.0311574345,-120.6472858403,"US-101 N, Pismo Beach, California, US","Plover scrape and tracks"
"wb1185-11","Carpobrotus edulis","Iceplant","treilly","California State Parks WIMS","2013-03-15",2013,,,,,,"16.5",,"Other / Unknown","San Mateo",37.15134024,-122.35856761,"Franklin Point",
"wb1185-12","Carpobrotus edulis","Iceplant","treilly","California State Parks WIMS","2013-03-15",2013,,,,,,"16.5",,"Other / Unknown","San Mateo",37.15014911,-122.35796517,"Franklin Point Main",
"wb1185-14","Carpobrotus edulis","Iceplant","lm","California State Parks WIMS","2013-03-15",2013,,,,,,"83.5",,"Other / Unknown","San Mateo",37.12359349,-122.33696219,"chucks house",
"wb1184-272","Carpobrotus edulis","Iceplant","m hyland","California State Parks WIMS","2013-03-18",2013,,,,,,"50.0","Scattered Dense Patches","Other / Unknown","Monterey",36.46059005,-121.92363938,"2nd north gully",
"wb1184-271","Carpobrotus edulis","Iceplant","m hyland","California State Parks WIMS","2013-03-18",2013,,,,,,"50.0","Scattered Dense Patches","Other / Unknown","Monterey",36.45144689,-121.92557255,"east of soberanes point",
"wb1184-234","Carpobrotus edulis","Iceplant","m hyland","California State Parks WIMS","2013-03-18",2013,,,,,,"50.0","Scattered Dense Patches","Other / Unknown","Monterey",36.44925476,-121.92599088,"south east of soberanes point",
"wb1184-233","Carpobrotus edulis","Iceplant","m hyland","California State Parks WIMS","2013-03-18",2013,,,,,,"50.0","Scattered Dense Patches","Other / Unknown","Monterey",36.45063425,-121.92620876,"east of soberanes pt 2",
"wb1184-232","Carpobrotus edulis","Iceplant","m hyland","California State Parks WIMS","2013-03-18",2013,,,,,,"50.0","Scattered Dense Patches","Other / Unknown","Monterey",36.44832168,-121.92562226,"south east canyon",
"ce747","Carpobrotus edulis","Iceplant","Michael Chasse","National Park Service","2013-03-20",2013,,,,,2,,,"* National Park Service","San Francisco",37.783807,-122.502064,"Veterans Trail, GGNRA Area intersected by a social trail between the Legion of Honor Museum and the V.A. Hospital.",
"wb1164-355","Carpobrotus edulis","Iceplant","Davis, Christine","SFAN I&M Early Detection","2013-03-21",2013,,,,,,,,"U.S. Government","Marin",38.0272758333,-122.8827068333,"marsh edge",
"wb1164-356","Carpobrotus edulis","Iceplant","Davis, Christine","SFAN I&M Early Detection","2013-03-21",2013,,,,,,,,"U.S. Government","Marin",38.0271316667,-122.882845,"limantour spit",
"gx28610","Carpobrotus edulis","Iceplant","Christine Davis","National Park Service [SFAN]","2013-03-21",2013,,,,,,,,"* National Park Service","Marin",38.0271316667,-122.882845,"limantour spit",
"gx28611","Carpobrotus edulis","Iceplant","Christine Davis","National Park Service [SFAN]","2013-03-21",2013,,,,,,,,"* National Park Service","Marin",38.0272758333,-122.8827068333,"marsh edge",
"wb1185-15","Carpobrotus edulis","Iceplant","treilly","California State Parks WIMS","2013-03-22",2013,,,,,,"16.5",,"Other / Unknown","Santa Cruz",37.09905474,-122.28222242,"off highway",
"gx20270","Carpobrotus edulis","Iceplant","Habitat Restoration Team","National Park Service [SFAN]","2013-03-24",2013,,,,,,,,"* National Park Service","Marin",37.8248610674,-122.5261413251,"uphill n in cypress ne of camp",
"gx20271","Carpobrotus edulis","Iceplant","Habitat Restoration Team","National Park Service [SFAN]","2013-03-24",2013,,,,,,,,"* National Park Service","Marin",37.8244133333,-122.5297333333,"battery wallace",
"gx16147","Carpobrotus edulis","Iceplant","Habitat Restoration Team","National Park Service [SFAN]","2013-03-24",2013,"Mature",,1463.3,,"9755.213 square meters","15.0",,"* National Park Service","Marin",37.8244133333,-122.5297333333,"battery wallace",
"gx16146","Carpobrotus edulis","Iceplant","Habitat Restoration Team","National Park Service [SFAN]","2013-03-24",2013,"Mature",,24.8,,"825.5908 square meters","3.0",,"* National Park Service","Marin",37.8248610674,-122.5261413251,"uphill n in cypress ne of camp",
"gx8730","Carpobrotus edulis","Iceplant","Habitat Restoration Team","National Park Service [SFAN]","2013-03-24",2013,,,,,,,,"* National Park Service","Marin",37.8248610674,-122.5261413251,"uphill n in cypress ne of camp",
"gx8729","Carpobrotus edulis","Iceplant","Habitat Restoration Team","National Park Service [SFAN]","2013-03-25",2013,,,,,,,,"* National Park Service","Marin",37.824873,-122.526148,"camp bic. graham gotb4 patches onbowl area above sites",
"wb1185-19","Carpobrotus edulis","Iceplant","treilly","California State Parks WIMS","2013-03-28",2013,,,,,,"83.5",,"Other / Unknown","San Mateo",37.26228006,-122.41296384,"equal access",
"wb1185-20","Carpobrotus edulis","Iceplant","treilly","California State Parks WIMS","2013-03-28",2013,,,,,,"83.5",,"Other / Unknown","San Mateo",37.25691876,-122.41430831,"south pesc parking area",
"wb1184-156","Carpobrotus edulis","Iceplant","Dave p","California State Parks WIMS","2013-03-28",2013,,,,,,"83.5",,"Other / Unknown","San Mateo",37.26512178,-122.41262629,"W of highway",
229068,"Charadrius nivosus","Snowy Plover","finatic","inaturalist","2013-03-30",2013,,,,,,,,,,32.4938911079,-117.057075458,"Tijuana River mouth","San Diego County, California, US"
"ce881","Carpobrotus edulis","Iceplant","Toni Corelli","State Park Volunteer","2013-04-01",2013,,,,,,,,"State Government","San Mateo",37.421813,-122.434569,"Cowell Ranch State Beach State Park, San Mateo County",
"wb1184-163","Carpobrotus edulis","Iceplant","treilly","California State Parks WIMS","2013-04-03",2013,,,,,,"16.5",,"Other / Unknown","San Mateo",37.27821726,-122.40900892,"north pescadero bluff",
"wb1184-162","Carpobrotus edulis","Iceplant","treilly","California State Parks WIMS","2013-04-03",2013,,,,,,"16.5",,"Other / Unknown","San Mateo",37.27161558,-122.40977374,"S of N Pescadero parking lot",
"wb1184-161","Carpobrotus edulis","Iceplant","treilly","California State Parks WIMS","2013-04-03",2013,,,,,,"83.5","Scattered Dense Patches","Other / Unknown","San Mateo",37.26635253,-122.40973305,"1st patch n & e of bridgeY",
"wb1184-253","Carpobrotus edulis","Iceplant","m hyland","California State Parks WIMS","2013-04-04",2013,,,,,,"16.5","Scattered Dense Patches","Other / Unknown","Monterey",36.50715112,-121.94323546,"bird island",
"wb1184-252","Carpobrotus edulis","Iceplant","ns","California State Parks WIMS","2013-04-04",2013,,,,,,"16.5",,"Other / Unknown","Monterey",36.50729165,-121.94169833,"south12",
"wb1184-251","Carpobrotus edulis","Iceplant","m hyland","California State Parks WIMS","2013-04-04",2013,,,,,,"16.5","Scattered Dense Patches","Other / Unknown","Monterey",36.50735439,-121.93996909,"south beach",
"wb1184-250","Carpobrotus edulis","Iceplant","ns","California State Parks WIMS","2013-04-04",2013,,,,,,"16.5","Scattered Dense Patches","Other / Unknown","Monterey",36.50857497,-121.94125437,"south5a",
"wb1184-249","Carpobrotus edulis","Iceplant","m hyland","California State Parks WIMS","2013-04-04",2013,,,,,,"16.5","Scattered Dense Patches","Other / Unknown","Monterey",36.50907753,-121.94206726,"north of bird island",
"wb1184-248","Carpobrotus edulis","Iceplant","ns","California State Parks WIMS","2013-04-04",2013,,,,,,"83.5","Scattered Dense Patches","Other / Unknown","Monterey",36.52083378,-121.95170338,"west4a",
"wb1184-247","Carpobrotus edulis","Iceplant","m hyland","California State Parks WIMS","2013-04-04",2013,,,,,,"16.5","Scattered Dense Patches","Other / Unknown","Monterey",36.52096007,-121.95317436,"headland cove",
"wb1184-245","Carpobrotus edulis","Iceplant","m hyland","California State Parks WIMS","2013-04-04",2013,,,,,,"16.5","Scattered Dense Patches","Other / Unknown","Monterey",36.5230362,-121.9528041,"cypress point",
"wb1184-242","Carpobrotus edulis","Iceplant","m hyland","California State Parks WIMS","2013-04-04",2013,,,,,,"16.5","Scattered Dense Patches","Other / Unknown","Monterey",36.52217297,-121.94546626,"north shore trail",
"wb1184-246","Carpobrotus edulis","Iceplant","m hyland","California State Parks WIMS","2013-04-04",2013,,,,,,"16.5",,"Other / Unknown","Monterey",36.52218285,-121.95389438,"south point",
"wb1184-244","Carpobrotus edulis","Iceplant","m hyland","California State Parks WIMS","2013-04-04",2013,,,,,,"16.5",,"Other / Unknown","Monterey",36.52198773,-121.95073862,"cypress gROVE cliff",
"wb1184-257","Carpobrotus edulis","Iceplant","alp","California State Parks WIMS","2013-04-05",2013,,,,,,"83.5","Scattered Dense Patches","Other / Unknown","Monterey",36.52015333,-121.92854735,"san jose cyn1",
"wb1184-256","Carpobrotus edulis","Iceplant","m hyland","California State Parks WIMS","2013-04-05",2013,,,,,,"16.5","Scattered Dense Patches","Other / Unknown","Monterey",36.52289845,-121.93597988,"granite point",
"wb1184-255","Carpobrotus edulis","Iceplant","ay","California State Parks WIMS","2013-04-05",2013,,,,,,"16.5","Scattered Dense Patches","Other / Unknown","Monterey",36.52252146,-121.93704739,"ln",
"wb1184-254","Carpobrotus edulis","Iceplant","ns","California State Parks WIMS","2013-04-05",2013,,,,,,"16.5","Scattered Dense Patches","Other / Unknown","Monterey",36.51719543,-121.95047584,"west9b",
"in:232651","Carpobrotus edulis","Iceplant","calico","iNaturalist","2013-04-07",2013,,,,,,,,,"San Mateo",37.1824073319,-122.3930596921,"Pigeon Point Lighthouse",
"wb1164-402","Carpobrotus edulis","Iceplant","Davis, Christine","SFAN I&M Early Detection","2013-04-08",2013,,,,,,,,"U.S. Government","Marin",38.1196266667,-122.9528766667,"abbotts lagoon",
"gx28660","Carpobrotus edulis","Iceplant","Christine Davis","National Park Service [SFAN]","2013-04-08",2013,,,,,,,,"* National Park Service","Marin",38.1196266667,-122.9528766667,"abbotts lagoon",
"gx31355","Carpobrotus edulis","Iceplant","Christine Davis","National Park Service [SFAN]","2013-04-08",2013,"Seedling / rosette",,1.2,,"39.227085 square meters","3.0",,"* National Park Service","Marin",38.1196266667,-122.9528766667,"abbotts lagoon",
"gx32750","Carpobrotus edulis","Iceplant","Christine Davis","National Park Service [SFAN]","2013-04-08",2013,,,,,,,,"* National Park Service","Marin",38.1196266667,-122.9528766667,"abbotts lagoon",
"wb1163-253","Carpobrotus edulis","Iceplant","Weed Watcher Volunteer,","SFNPS Early Detection","2013-04-09",2013,,,,,,,,"Other / Unknown","Marin",37.835635169,-122.5437454243,"n side of coastal trail",
"gx8762","Carpobrotus edulis","Iceplant","Weed Watcher Volunteer","National Park Service [SFAN]","2013-04-09",2013,,,,,,,,"* National Park Service","Marin",37.835635169,-122.5437454243,"n side of coastal trail",
"wb1184-261","Carpobrotus edulis","Iceplant","m hyland","California State Parks WIMS","2013-04-09",2013,,,,,,"50.0","Scattered Dense Patches","Other / Unknown","Monterey",36.515623,-121.93353052,"the ranch",
"wb1184-168","Carpobrotus edulis","Iceplant","treilly","California State Parks WIMS","2013-04-10",2013,,,,,,"16.5",,"Other / Unknown","San Mateo",37.11725799,-122.31614557,"staging cliffs",
"wb1184-165","Carpobrotus edulis","Iceplant","treilly","California State Parks WIMS","2013-04-10",2013,,,,,,"50.0",,"Other / Unknown","San Mateo",37.1324089,-122.33657617,"chucks house1",
"cbo14322","Carpobrotus edulis","Iceplant","Joel Trumbo","CA Dept of Fish & Game","2013-04-11",2013,,,,,,,"Scattered Dense Patches",,"San Luis Obispo",35.308533,-120.843196,,
"in:238352","Carpobrotus edulis","Iceplant","Thomas Valdriz","iNaturalist","2013-04-13",2013,,,,,,,,,"San Diego",32.8496807,-117.2745924,"ellen browning scripps park",
"mcp4501","Carpobrotus edulis","Iceplant","Tori Bohlen","MCOSD","2013-04-20",2013,"Mature",,,,0.275769,25,"Scattered Dense Patches","City or County Government","Marin",37.91178477,-122.68097746,,
"mcp157","Carpobrotus edulis","Iceplant","Tori Bohlen","MCOSD","2013-04-20",2013,"Mature",,,,0.4883625539,"75 - 95","Dense Monoculture","City or County Government","Marin",37.91201748,-122.68042516,,
"mcp156","Carpobrotus edulis","Iceplant","Tori Bohlen","MCOSD","2013-04-20",2013,"Mature",,,,0.0744257026,50,"Dense Monoculture","City or County Government","Marin",37.91126829,-122.68147044,,
"ce886","Carpobrotus edulis","Iceplant","Toni Corelli","San Jose State Herbarium","2013-04-20",2013,,,,,180,,,"State Government","San Mateo",37.471126,-122.446618,"Half Moon Bay State Beach San Mateo County",
"ce874","Carpobrotus edulis","Iceplant","Toni Corelli","State Park Volunteer","2013-04-22",2013,,,,,53,,,"State Government","San Mateo",37.230451,-122.413058,"Bean Hollow State Park",
246251,"Charadrius nivosus","Snowy Plover","kylejones","inaturalist","2013-04-22",2013,,,,,,,,,,26.6327962943,-82.1909478449,"Cayo Costa State Park, Florida, US","Photo by Jenn Megyesi"
"in:245276","Carpobrotus edulis","Iceplant","snakeinmypocket","iNaturalist","2013-04-25",2013,,,,,,,,,"San Diego",33.0053333333,-116.959,"17136 Mount Woodson Rd, Ramona, California",
"in:248328","Carpobrotus edulis","Iceplant","Ken McGary","iNaturalist","2013-04-28",2013,,,,,,,,,"San Francisco",37.723352,-122.424465,"McLaren Park, San Francisco, California",
"in:250137","Carpobrotus edulis","Iceplant","sea-kangaroo","iNaturalist","2013-04-28",2013,,,,,,,,,"Santa Cruz",36.950235,-122.058962,"Natural Bridges State Beach, Santa Cruz, California",
251354,"Charadrius nivosus","Snowy Plover","lynnwatson","inaturalist","2013-04-30",2013,,,,,,,,,,34.9655948057,-120.6652224489,"Oso Flaco Lake, San Luis Obispo County",
790700,"Charadrius nivosus","Snowy Plover","jcombs","inaturalist","2013-04-30",2013,,,,,,,,,,30.1134075049,-85.8148695418,"Off coast of Panama City Beach, Florida","Located on small island just off shore as part of tour."
"wb1185-71","Carpobrotus edulis","Iceplant","Bill Maslach","California State Parks WIMS","2013-05-01",2013,,,,,,"83.5",,"Other / Unknown","Mendocino",38.97661696,-123.70987181,"bluffs above Brush Cr03",
"wb1184-303","Carpobrotus edulis","Iceplant","AH","California State Parks WIMS","2013-05-02",2013,,,,,,"83.5",,"Other / Unknown","Santa Barbara",34.4716295,-120.21508209,"rr corridor",
"wb1184-302","Carpobrotus edulis","Iceplant","N","California State Parks WIMS","2013-05-02",2013,,,,,,"83.5","Scattered Dense Patches","Other / Unknown","Santa Barbara",34.47304997,-120.21605596,"coastal terrace3",
"wb1184-301","Carpobrotus edulis","Iceplant","AH","California State Parks WIMS","2013-05-02",2013,,,,,,"83.5",,"Other / Unknown","Santa Barbara",34.47191735,-120.21510964,"rr access gate",
"wb1184-300","Carpobrotus edulis","Iceplant","jmore","California State Parks WIMS","2013-05-02",2013,,,,,,"83.5",,"Other / Unknown","Santa Barbara",34.47459943,-120.22891415,"riparian",
"wb1184-299","Carpobrotus edulis","Iceplant","jmore","California State Parks WIMS","2013-05-02",2013,,,,,,"83.5",,"Other / Unknown","Santa Barbara",34.47305042,-120.22954813,"campground and h2o treatment",
"wb1184-298","Carpobrotus edulis","Iceplant","jmore","California State Parks WIMS","2013-05-02",2013,,,,,,"83.5","Scattered Dense Patches","Other / Unknown","Santa Barbara",34.47133628,-120.22796167,"campground and h2otreatment",
"wb1184-297","Carpobrotus edulis","Iceplant","jmore","California State Parks WIMS","2013-05-02",2013,,,,,,"83.5",,"Other / Unknown","Santa Barbara",34.47160966,-120.22948854,"campgrnd and h2otreatment",
"cbo16051","Carpobrotus edulis","Iceplant","Matt Osowski",,"2013-05-04",2013,,,,,,,"Dense Monoculture",,"San Francisco",37.796782,-122.468158,,
"cbo16053","Carpobrotus edulis","Iceplant","Matt Osowski",,"2013-05-04",2013,,,,,,,"Dense Monoculture",,"San Francisco",37.796461,-122.468449,,
"cbo16054","Carpobrotus edulis","Iceplant","Matt Osowski",,"2013-05-04",2013,,,,,,,"Scattered Plants",,"San Francisco",37.79592,-122.469109,,
"cbo16055","Carpobrotus edulis","Iceplant","Matt Osowski",,"2013-05-04",2013,,,,,,,"Scattered Dense Patches",,"San Francisco",37.795793,-122.468984,,
"cbo16057","Carpobrotus edulis","Iceplant","Matt Osowski",,"2013-05-04",2013,,,,,,,"Dense Monoculture",,"San Francisco",37.792511,-122.470035,,
"cbo16061","Carpobrotus edulis","Iceplant","Matt Osowski",,"2013-05-04",2013,,,,,,,"Scattered Dense Patches",,"San Francisco",37.791312,-122.470497,,
"cbo16064","Carpobrotus edulis","Iceplant","Matt Osowski",,"2013-05-04",2013,,,,,,,"Scattered Dense Patches",,"San Francisco",37.790707,-122.471171,,
"cbo16065","Carpobrotus edulis","Iceplant","Matt Osowski",,"2013-05-04",2013,,,,,,,"Scattered Dense Patches",,"San Francisco",37.790707,-122.471171,,
"cbo16069","Carpobrotus edulis","Iceplant","Matt Osowski",,"2013-05-04",2013,,,,,,,"Scattered Dense Patches",,"San Francisco",37.790707,-122.471171,,
"in:264163","Carpobrotus edulis","Iceplant","Alan Joseph Williams","iNaturalist","2013-05-11",2013,,,,,,,,,"San Francisco",37.711865,-122.425806,"McLaren Park, San Francisco, California",
"in:262904","Carpobrotus edulis","Iceplant","toshi","iNaturalist","2013-05-11",2013,,,,,,,,,"San Francisco",37.71974,-122.422497,"McLaren Park, San Francisco, California",
"in:264878","Carpobrotus edulis","Iceplant","Scott Loarie","iNaturalist","2013-05-11",2013,,,,,,,,,"San Francisco",37.712007,-122.425832,"San Francisco, California",
"in:262662","Carpobrotus edulis","Iceplant","jaiya","iNaturalist","2013-05-11",2013,,,,,,,,,"San Francisco",37.719917,-122.422905,"McLaren Park, San Francisco, California",
"ce890","Carpobrotus edulis","Iceplant","Toni Corelli","State Park Volunteer","2013-05-11",2013,,,,,800,,,"State Government","San Mateo",37.559878,-122.509918,"Montara State Beach/McNee Ranch State Park Montara Beach and west slopes of Montara Mountain",
266032,"Riparia riparia","Bank Swallow","carolynsones","inaturalist","2013-05-13",2013,,,,,,,,,,,,"Fourth Cliff, North River, Scituate",
"wb1185-72","Carpobrotus edulis","Iceplant","Angela Liebenberg","California State Parks WIMS","2013-05-14",2013,,,,,,"83.5",,"Other / Unknown","Mendocino",38.9827433,-123.70290508,"East of Day Use Area",
"wb1185-70","Carpobrotus edulis","Iceplant","Bill Maslach","California State Parks WIMS","2013-05-14",2013,,,,,,"83.5",,"Other / Unknown","Mendocino",38.98463234,-123.70579252,"147Dunes11",
"wb1185-69","Carpobrotus edulis","Iceplant","Adam Hutchins","California State Parks WIMS","2013-05-14",2013,,,,,,"83.5",,"Other / Unknown","Mendocino",38.9864607,-123.70517595,"147Dunes S Lake DAvis",
"ce884","Carpobrotus edulis","Iceplant","Toni Corelli","State Park Volunteer","2013-05-17",2013,,,,,4000,,,"State Government","San Mateo",37.120281,-122.3283,"Ano Nuevo State Park",
"mcp4507","Carpobrotus edulis","Iceplant","Tori Bohlen","MCOSD","2013-05-18",2013,"Mature",,,,0.268077,25,"Scattered Dense Patches","City or County Government","Marin",37.91187599,-122.68078253,,
"wb1184-78","Carpobrotus edulis","Iceplant","BO","California State Parks WIMS","2013-05-20",2013,,,,,,"50.0",,"Other / Unknown","Sonoma",38.44471085,-123.12628034,"goat rock",
282436,"Riparia riparia","Bank Swallow","dpom","inaturalist","2013-05-24",2013,,,,,,,,,,37.122207,-122.333588,"Ano Nuevo State Park",
"ce891","Carpobrotus edulis","Iceplant","Toni Corelli","CNPS Santa Clara Valley Chapter","2013-05-25",2013,,,,,110,,,"U.S. Government","San Mateo",37.61732,-122.494468,"Mori Point San Mateo County",
"cbo16817","Carpobrotus edulis","Iceplant","Arcangelo Wessells","Mare Island Preserve","2013-05-27",2013,"Flowering",,,,,,"Scattered Plants","Public Land","Solano",38.074186,-122.253569,,
"wb1164-481","Carpobrotus edulis","Iceplant","Davis, Christine","SFAN I&M Early Detection","2013-05-28",2013,,,,,,,,"U.S. Government","Marin",38.0350003333,-122.9839553333,"sfdrake",
"wb1164-483","Carpobrotus edulis","Iceplant","Davis, Christine","SFAN I&M Early Detection","2013-05-28",2013,,,,,,,,"U.S. Government","Marin",38.0296883333,-122.9853833333,"sfdrake",
"wb1164-484","Carpobrotus edulis","Iceplant","Davis, Christine","SFAN I&M Early Detection","2013-05-28",2013,,,,,,,,"U.S. Government","Marin",38.0467283333,-122.9776383333,"sfdrake",
"gx28740","Carpobrotus edulis","Iceplant","Christine Davis","National Park Service [SFAN]","2013-05-28",2013,,,,,,,,"* National Park Service","Marin",38.0296883333,-122.9853833333,"sfdrake",
"gx28742","Carpobrotus edulis","Iceplant","Christine Davis","National Park Service [SFAN]","2013-05-28",2013,,,,,,,,"* National Park Service","Marin",38.0350003333,-122.9839553333,"sfdrake",
"gx28747","Carpobrotus edulis","Iceplant","Christine Davis","National Park Service [SFAN]","2013-05-28",2013,,,,,,,,"* National Park Service","Marin",38.0467283333,-122.9776383333,"sfdrake",
"in:284975","Carpobrotus edulis","Iceplant","Scott Loarie","iNaturalist","2013-06-01",2013,,,,,,,,,"San Mateo",37.64132,-122.48181,"Milagra Ridge, Pacifica, California",
300372,"Charadrius nivosus","Snowy Plover","magnolia","inaturalist","2013-06-01",2013,,,,,,,,,,34.7882395597,-98.9165208601,"Tom Steed Res. - west shore",
"in:287098","Carpobrotus edulis","Iceplant","snakeinmypocket","iNaturalist","2013-06-02",2013,,,,,,,,,"Marin",38.2401666667,-122.9625,,
"mcp4509","Carpobrotus edulis","Iceplant","Tori Bohlen","MCOSD","2013-06-07",2013,"Mature",,,,0.221815,50,"Dense Monoculture","City or County Government","Marin",37.91117797,-122.68276052,,
"mcp158","Carpobrotus edulis","Iceplant","Tori Bohlen","MCOSD","2013-06-07",2013,"Mature",,,,0.4187692022,25,"Dense Monoculture","City or County Government","Marin",37.91120186,-122.68303871,,
1265637,"Riparia riparia","Bank Swallow","exequielb","inaturalist","2013-06-08",2013,,,,,,,,,,-28.50144,-63.807388,"Atamisqui, Santiago del Estero",
"ce898","Carpobrotus edulis","Iceplant","Toni Corelli","State Park Volunteer","2013-06-14",2013,,,,,75,,,"State Government","San Mateo",37.181962,-122.394175,"Pigeon Point Light Station Includes area around Lighthouse and beach south and north",
"wb1163-254","Carpobrotus edulis","Iceplant","Weed Watcher Volunteer,","SFNPS Early Detection","2013-06-17",2013,,,,,,,,"Other / Unknown","Marin",37.8367496667,-122.4900033333,"in coyote brush in clearing on hill",
"gx20446","Carpobrotus edulis","Iceplant","Weed Watcher Volunteer","National Park Service [SFAN]","2013-06-17",2013,,,,,,,,"* National Park Service","Marin",37.8367496667,-122.4900033333,"in coyote brush in clearing on hill",
"gx16318","Carpobrotus edulis","Iceplant","Weed Watcher Volunteer","National Park Service [SFAN]","2013-06-17",2013,"Mature",,0,,"1.0 square meters","0.5",,"* National Park Service","Marin",37.8367496667,-122.4900033333,"in coyote brush in clearing on hill",
"gx8978","Carpobrotus edulis","Iceplant","Weed Watcher Volunteer","National Park Service [SFAN]","2013-06-17",2013,,,,,,,,"* National Park Service","Marin",37.8367496667,-122.4900033333,"in coyote brush in clearing on hill",
"wb1185-88","Carpobrotus edulis","Iceplant","Bill Maslach","California State Parks WIMS","2013-06-18",2013,,,,,,"50.0",,"Other / Unknown","Mendocino",39.48070619,-123.80296774,"Headlands Area15",
"wb1185-87","Carpobrotus edulis","Iceplant","Bill Maslach","California State Parks WIMS","2013-06-18",2013,,,,,,"83.5",,"Other / Unknown","Mendocino",39.47869866,-123.80274201,"Headlands2",
"wb1185-63","Carpobrotus edulis","Iceplant","Adam Hutchins","California State Parks WIMS","2013-06-18",2013,,,,,,"16.5",,"Other / Unknown","Mendocino",38.99301835,-123.6981177,"Southeast of Environmental Camp Grove",
"wb1164-541","Carpobrotus edulis","Iceplant","Davis, Christine","SFAN I&M Early Detection","2013-06-19",2013,,,,,,,,"U.S. Government","Marin",38.0616983333,-122.9731416667,"sfdrake rd",
"wb1164-542","Carpobrotus edulis","Iceplant","Davis, Christine","SFAN I&M Early Detection","2013-06-19",2013,,,,,,,,"U.S. Government","Marin",38.06592,-122.9721366667,"sfdrake",
"wb1164-549","Carpobrotus edulis","Iceplant","Davis, Christine","SFAN I&M Early Detection","2013-06-19",2013,,,,,,,,"U.S. Government","Marin",38.0781583333,-122.96214,"sfdrake rd",
"gx28818","Carpobrotus edulis","Iceplant","Christine Davis","National Park Service [SFAN]","2013-06-19",2013,,,,,,,,"* National Park Service","Marin",38.0781583333,-122.96214,"sfdrake rd",
"gx28819","Carpobrotus edulis","Iceplant","Christine Davis","National Park Service [SFAN]","2013-06-19",2013,,,,,,,,"* National Park Service","Marin",38.06592,-122.9721366667,"sfdrake",
